,SibSp,SibSp,Parch,Parch,Fare,Fare,passenger_class,passenger_class,isFemale,isFemale,class_prob
,mean,std,mean,std,mean,std,mean,std,mean,std,prob
passenger_survived,,,,,,,,,,,
0,0.06902356902356903,0.16269496448769233,0.06397306397306393,0.16300090971923004,0.04974877448259793,0.07552978393948939,0.25084175084175087,0.37696462646026835,0.13468013468013468,0.34195777068976946,0.5963855421686747
1,0.056592039800995024,0.08741111334560614,0.09154228855721386,0.15484866629304994,0.09181606522482241,0.13087868257286261,0.5149253731343284,0.43563301000152077,0.6666666666666666,0.47258156262526074,0.4036144578313253
